"anio","numero","enunciado","opcion1","opcion2","opcion3","opcion4","opcion5","correcta"
"2011","243","¿Cuál es el nombre de la regla que establece que cuando hay orbitales de idéntica energía disponible para los electrones, estos los ocupan de forma desapareada inicialmente?:","Regla de Hund.","Principio de Exclusión.","Regla de Slater.","Regla de Pauli.","Regla de Ramsey.","1"
"2011","244","Una sustancia cuyos átomos contienen solo electrones apareados presentará la propiedad conocida como:","Apolaridad.","Diamagnetismo.","Polaridad.","Polarizabilidad.","Ferromagnetismo.","2"
"2011","245","El ligamento periodontal que une la raíz dentaria con la cavidad ósea es una articulación tipo:","Sínfisis.","Gonfosis.","Sutura.","Sindesmosis.","Sincrondosis.","2"
"2011","246","¿Cuál de los siguientes huesos NO pertenece a la órbita ocular?:","Esfenoides.","Lagrimal.","Temporal.","Etmoides.","Cigomático.","3"
"2011","247","¿Qué vaso linfático pasa por detrás del diafragma junto con la aorta?:","El conducto torácico.","La gran vena linfática.","El conducto ácigos.","Yugular.","Tronco subclavio.","1"
"2011","248","¿Cómo se llama la estructura del sistema nervioso que se encuentra por delante del cuarto ventrículo?:","Cerebelo.","Cuerpo calloso.","Tálamo.","Puente.","Hipófisis.","4"
"2011","249","¿Cuál de las siguientes estructuras del sistema de conducción del corazón está situada en el techo de la aurícula derecha, próximo a la desembocadura de la vena cava superior?:","Nódulo aurículo ventricular (de Aschoff - Tawara).","Fascículo de Hiss.","Nódulo sinoauricular (de Keitt - Flack).","Red de Purkinje.","Nódulo coronario.","3"
"2011","250","El nervio más grande del cuerpo procede de:","El plexo coccígeo.","El plexo cervical.","El plexo sacro.","El plexo lumbar.","El plexo torácico.","3"
"2011","251","La degradación secuencial de Edman permite conocer la secuencia de aminoácidos de un péptido, ya que los diferentes aminoácidos se identifican como derivados de:","Feniltiohidantoina.","Isocianato.","Feniltiourea.","Difluorobenceno.","Fenilpiperazina.","1"
"2011","252","El tétanos neonatal se produce:","En recién nacidos cuya madre padeció tétanos durante el embarazo.","En recién nacidos cuya madre recibió la vacuna antitetánica durante el embarazo.","Debido a la contaminación del cordón umbilical en recién nacidos.","En niños lactantes de madres enfermas de tétanos.","En niños lactantes de madres recién vacunadas contra el tétanos.","3"
"2011","253","¿Cuál de las siguientes especies de Trichinella presenta larvas no encapsuladas en tejido muscular?:","Trichinella spiralis.","Trichinella nelsoni.","Trichinella nativa.","Trichinella britovi.","Trichinella papuae.","5"
"2011","254","En la macroglobulinemia de Waldenström hay una producción elevada de inmunoglobulina de la clase:","IgG.","IgA.","IgD.","IgM.","IgE.","4"
"2011","255","En la fibrosis quística pulmonar, la célula secretora del epitelio alveolar presenta un defecto en:","El canal de sodio.","El canal de calcio.","El canal de potasio.","El canal de cloro.","La bomba sodio-potasio.","4"
"2011","256","¿Dónde se localizan los péptidos que son presentados a las células T CD8 + ?:","En la hendidura entre los dominios alfa-1 y alfa-2 de la molécula MHC-I.","Entre el dominio alfa-3 de la molécula MHC-I y","la microglobulina beta 2 .","Entre los dominios alfa-1 y beta-1 de la molécula MHC-II.","Entre los dominios alfa-2 y beta-2 de la molécula MHC-II.","1"
"2011","257","El método de elección para la esterilización de productos estables al calor pero sensibles a la humedad es:","Esterilización por calor seco.","Filtración.","Radiación UV.","Autoclavado.","Esterilización por calor húmedo.","1"
"2011","258","¿Cuál de los siguientes fármacos está contraindicado en pacientes con angina de reposo?:","Atenolol.","Lercadipino.","Furosemida.","Ácido acetilsalicílico.","Atorvastatina.","1"
"2011","259","¿Qué función desempeña el foramen oval en el corazón fetal?:","Comunicar ambos ventrículos.","Un sistema de cierre del ventrículo derecho.","Un sistema de cierre del ventrículo izquierdo.","Comunicar la arteria pulmonar y la aorta.","Comunicar ambas aurículas.","5"
"2011","260","Las saxitoxinas:","Son toxinas paralizantes.","Son producidas por un hongo.","Bloquean la bomba Na + /K + ATPasa.","Bloquean los canales de K +","Bloquean los canales de CI -.","1"
"2012","1","La pentostatina es un producto natural inhibidor de la adenosina desaminasa porque:","Es un inhibidor suicida.","Alquila de forma irreversible el centro activo de la enzima.","Por hidrólisis genera el fármaco activo.","Es un inhibidor alostérico.","Su estructura imita el estado de transición de la reacción catalizada por la enzima.","5"
"2012","2","De los fármacos reseñados, ¿cuál de ellos presenta una estructura dibenzodiazepínica?:","Clozapina.","Clorpromazina.","Olanzapina.","Petidina.","Pimozida.","1"
"2012","3","¿Cuál es el fundamento químico de la inhibición de las lipasas gastrointestinales por el orlistat, utilizado para reducir la absorción de los triglicéridos en tratamientos anti-obesidad?:","Coordinación de un grupo de ácido hidroxámico del fármaco a un catión Zn 2+ presente en el sitio activo de la lipasa.","Acilación irreversible de la lipasa por reacción entre el centro activo de la enzima y un grupo de betalactona presente en el fármaco.","Formación de un enlace covalente entre el fármaco y un cofactor derivado de piridoxal, esencial para la actuación de la lipasa.","Analogía entre el fármaco y el estado de transición de la reacción de hidrólisis catalizada por la lipasa.","Reconocimiento del fármaco por un sitio alostérico de la lipasa.","2"
"2012","4","La transformación del inmunosupresor azatioprina en 6-mercaptopurina tiene lugar:","Con intervención del glutatión.","Por reducción de un grupo nitro.","Por hidrólisis no enzimática.","Por reducción de un grupo disulfuro.","Por desmetilación oxidativa.","1"
"2012","5","¿Cuál es el fundamento químico de la acción antibacteriana de las penicilinas?:","La presencia de un anillo de beta-lactama muy tensionado, que forma un enlace covalente con un grupo nucleófilo de la transpeptidasa.","La presencia de un grupo quelante que se une al catión Mg 2+ , haciendo posible la unión del fármaco al ribosoma bacteriano.","La capacidad de formar poros hidrófilos que atraviesan las membranas de las bacterias.","La semejanza estructural con el ácido-paminobenzoico, que hace que se comporten","como inhibidores competitivos de enzimas que tienen dicho metabolito como sustrato.","1"
"2012","6","El acoplamiento entre un fenóxido y epiclorhidrina, seguido de la apertura del epóxido mediante aminas, es un proceso utilizado en la síntesis de:","Quinolonas antibacterianas.","1,4-Dihidropiridinas hipotensoras.","Fenotiazinas neurolépticas.","3-Fenilpropilaminas analgésicas narcóticas.","Ariloxipropilaminas hipotensoras.","5"
"2012","7","¿Cuál de los siguientes heterociclos da lugar a un sustituyente isóstero del grupo carboxílico?:","Furano.","Indol.","Tiofeno.","Tetrazol.","Imidazol.","4"
"2012","8","El cambio isostérico de O por N transforma la procaína en procainamida. ¿Qué es la procainamida respecto a la procaína?:","Un análogo seco.","Un análogo duro.","Un análogo blando.","Un peptidomimético.","Un homólogo.","2"
"2012","9","¿Cuál de los siguientes fármacos tiene un anillo β -lactámico fusionado con una dihidrotiazina?:","Penicilina.","Ácido clavulánico.","Penemo.","Sulbactama.","Cefalosporina.","5"
"2012","10","¿Cuál de los siguientes fármacos forma un enlace con un catión Zn 2+ en su unión a su diana terapéutica?:","Cicloserina.","Aciclovir.","Ciclofosfamida.","Vigabatrina.","Captopril.","5"
"2012","11","En el diseño racional de antihistamínicos-H2 que condujo finalmente a la estructura de la cimetidina, ¿con qué finalidad se introdujo un átomo de azufre en la cadena lateral del anillo de imidazol?:","Tener una interacción adicional con el receptor.","- 2","Facilitar el metabolismo oxidativo.","Conferir rigidez a la cadena.","Modificar la basicidad del anillo de imidazol.","4"
"2012","12","La técnica de tipificación microbiana basada en la detección de antígenos mediante la utilización de anticuerpos monoclonales o policlonales se denomina:","Biotipia.","Ribotipia.","Antigenotipia.","Genotipia.","Serotipia.","5"
"2012","13","El eritema infeccioso o quinta enfermedad:","Es una enfermedad infantil asociada a países pobres y con poco acceso a agua potable.","Está causada por el Parvovirus B19.","Se manifiesta por un exantema vesicular en la piel y mucosas, que en la mucosa oral se denominan machas de Koplick.","Es un exantema que se manifiesta en toda la superficie corporal a excepción del rostro.","Puede provocar recaída en el denominado exantema súbito o sexta enfermedad.","2"
"2012","14","Los coronavirus causantes del resfriado común infectan preferentemente las células epiteliales de las vías respiratorias superiores, porque:","Se adhieren mejor a su superficie.","Son células especialmente fáciles de infectar.","Requieren oxígeno para multiplicarse.","Su temperatura óptima de proliferación es de 33º a 35ºC.","Desde ahí infectan mejor el tracto digestivo.","4"
"2012","15","El cultivo en agar sangre de un frotis faríngeo procedente de un paciente con síntomas de faringitis, muestra varios tipos de colonias alfa hemolíticas y no hemolíticas. ¿Qué se puede deducir de dicho hallazgo?:","El paciente tiene una faringitis bacteriana.","Se trata de una microbiota comensal normal de la faringe.","Es una contaminación; hay que solicitar nueva muestra y repetir el cultivo.","Posible faringitis estreptocócica, que debe confirmarse con pruebas complementarias.","No aporta información suficiente; es necesario además cultivar la muestra en agar chocolate.","2"
"2012","16","¿A qué se denominan sideróforos bacterianos?:","A acúmulos de hierro que presentan propiedades magnetotácticas.","A ciertos componentes de la cadena de transporte de electrones, que contienen átomos de","3","hierro.","A agentes quelantes del hierro que lo solubilizan y lo transportan dentro de la célula.","3"
"2012","18","¿Cuál de los siguientes signos es característico del tétanos?:","Parálisis flacida.","Parálisis del paladar blando.","Parálisis de Bell.","Midriasis.","Opistótonos.","5"
"2012","19","El componente exclusivo de la pared celular de Streptococcus pneumoniae , y que activa la lisis de ésta, es:","Galactosamina.","Amidasa.","Fosfato.","Ácido láctico.","Colina.","5"
"2012","20","En mujeres embarazadas no inmunes frente al virus de la rubéola, se aconseja:","Programar lo antes posible la interrupción del embarazo.","Proteger a la gestante con inmunoglobulina hiperinmune.","Administrar a la embarazada la vacuna de virus atenuados.","Instaurar un tratamiento antivírico precoz en caso de padecer la enfermedad durante el embarazo.","Evitar el contacto con pacientes sospechosos de padecer la enfermedad.","5"
"2012","21","El poli-beta-hidroxibutirato es:","El principal compuesto de las endosporas bacterianas y responsables de la termorresistencia.","El componente de la cápsula de Haemophilus","influenzae tipo b.","Un compuesto hopanoide que estabiliza las membranas de organismos procarióticos.","El componente principal de las fimbrias bacterianas.","5"
"2012","22","En una región de la zona sur de Madrid, se presenta un brote de legionelosis en 52 posibles casos con síntomas de contagio y distinto grado de afectación, de los cuales se confirman 21 por analítica de orina. La característica común de todos ellos es que acudieron a un restaurante cercano en fechas compatibles con el período de incubación de la enfermedad. ¿Cómo cree que se habría producido la transmisión?:","Por alimentos contaminados.","A través de manos de portadores.","Por aerosoles de agua contaminada.","Por esporas del ambiente.","Por utensilios contaminados con el microorganismo.","3"
"2012","23","La capa delgada y más externa que rodea la endospora bacteriana recibe el nombre de:","Córtex.","Exosporio.","Exóstosis.","Prosteca.","Vaina.","2"
"2012","24","La observación microscópica de abundantes 'células clave' (clue cells) a partir de una muestra genital, es indicativo de:","Enfermedad inflamatoria de la pelvis.","Vaginitis candidiásica.","Gonorrea.","Vaginosis bacteriana.","Sífilis.","4"
"2012","25","La meningoencefalitis amebiana primaria está producida por:","Iodamoeba butschlii.","Balamuthia mandrillaris.","Naegleria fowleri.","Entamoeba histolytica.","Entamoeba coli.","3"
"2012","26","¿Cuál de los siguientes helmintos tiene fases pulmonares en su ciclo biológico?:","Heterophyes heterophyes.","Dracunculus medinensis.","Fasciola hepatica.","Clonorchis sinensis.","Toxocara canis.","5"
"2012","27","La toxoplasmosis se trata con:","Ivermectina.","Pamoato de Pirantel.","Albendazol.","Metronizadol.","Trimetoprim-sulfametoxazol.","5"
"2012","28","El hombre es el único hospedador definitivo de:","Echinococcus granulosus.","Diphyllobotrhium latum.","Echinococcus multilocularis.","Taenia solium.","Hymenolepis nana.","4"
"2012","30","La liofilización es un proceso en el que:","El disolvente, generalmente agua, se congela primero y luego se evapora.","El disolvente, generalmente agua, primero se sublima a alta presión.","El disolvente, generalmente agua, primero se sublima a baja presión y luego se congela.","El disolvente, generalmente agua, primero se congela y luego se sublima a presión reducida.","El disolvente, generalmente no es agua.","4"
"2012","31","La desecación es un proceso de transferencia:","De líquidos desde la superficie de un sólido seco.","De vapor desde la superficie de un sólido húmedo.","De líquidos desde la superficie de un sólido húmedo.","De vapor desde la superficie de un sólido seco.","De líquidos desde el interior de un sólido húmedo.","2"
"2012","32","Las cápsulas duras tienen una capacidad:","Entre aproximadamente 3 ml. y 0,5 ml. de volumen.","Entre aproximadamente 3 ml. y 0,12-0,13 ml. de volumen.","Entre aproximadamente 1,4 ml. y 0,12-0,13 ml. de volumen.","Entre aproximadamente 1,4 ml. y 0,05-0,1 ml. de volumen.","Entre aproximadamente 1,4 ml. y 3 ml. de","3"
"2012","33","33. Cuando la inestabilización química de un fármaco en una forma de dosificación líquida sigue una cinética de primer orden, la semivida de degradación:","Es independiente de la concentración del fármaco.","Se incrementa a medida que disminuye la concentración del fármaco.","Disminuye si se reduce la temperatura del almacenamiento.","Es directamente proporcional a la constante de velocidad de degradación.","Presenta un valor mínimo en las condiciones de pH de máxima estabilidad.","1"
"2012","34","34. Uno de los siguientes procedimientos no es adecuado para caracterizar las propiedades reológicas de sólidos pulverulentos:","Célula de cizalla.","Medida del ángulo de reposo.","Reometría de esfuerzo controlado.","Determinación de la compresibilidad.","Determinación de la velocidad de flujo a través de un orificio.","3"
"2012","35","35. En una emulsión, la inversión de fases puede producirse por:","Incremento de viscosidad de la fase externa.","Reducción excesiva del tamaño del glóbulo de la fase interna.","Establecimiento de interacciones tipo van der Waals y London entre componentes de las dos fases.","Alteración de la lipofilia del agente emulsificante causada por un cambio de temperatura.","Degradación química del principio activo.","4"
"2012","36","36. Las ciclodextrinas son excipientes útiles para:","Isotonizar disoluciones inyectables.","Incrementar la constante dieléctrica de disoluciones acuosas.","Lubrificar mezclas de sólidos pulverulentos o granulados durante el proceso de compresión.","Estabilizar suspensiones.","Hidrosolubilizar fármacos poco hidrosolubles.","5"
"2012","37","37. ¿En qué operación básica farmacéutica, durante la fase de congelación, es necesario trabajar por debajo de la temperatura de eutexia?:","Evaporación.","Desecación.","Extracción.","Filtración.","Liofilización.","5"
"2012","38","38. En función del valor del parámetro de plasticidad (P) determinado durante el estudio físico de un proceso de compresión, ¿cuál de los siguientes materiales dará lugar a la obtención de comprimidos con mayor resistencia a la fractura sin necesidad de usar altas presiones?:","Material 1, P=100%.","Material 2, P=75%","Material 3, P=50%","Material 4, P=25%","Material 5, P=0%","1"
"2012","39","39. ¿Cuál de los siguientes excipientes ejerce la función de plastificante en una cubierta peliculiar?:","Hidroxipropilmetilcelulosa.","Metilcelulosa.","Copolímero del ácido metacrílico (Eudragit ® -E (O))","Glicerina.","Óxido de titanio.","4"
"2012","40","40. Los procesos de extrusión-esferonización son utilizados en la Industria Farmacéutica para:","Filtrar disoluciones.","Estabilizar preparaciones inyectables.","Preparar liposomas","Evaporación y concentración de disoluciones.","Obtener minigránulos.","5"
"2012","41","41. Los almidones, utilizados como diluyentes en la elaboración de comprimidos, tienen las siguientes propiedades:","Son insolubles en agua y deben utilizarse en seco.","La principal ventaja de este tipo de excipientes es que presentan valores de humedad de equilibrio altos.","Son caros pero, al ser carbohidratos, proporcionan buen sabor a la formulación.","Se suelen sustituir por otros diluyentes, ya que no presentan adecuadas propiedades adsorbentes, disgregantes ni aglutinantes.","Son los diluyentes más adecuados para evitar problemas de inestabilidad en fármacos termolábiles.","1"
"2012","42","42. En la formulación de emulsiones, para que los tensoactivos actúen como emulsificantes aceite/agua, deben tener valores de HLB (balance hidrófilo-lipófilo) de:","15-18.","8-16.","7-9.","40.","3-6.","2"
"2012","43","La estabilización estérica en sistemas dispersos es:","Es más eficaz en dispersiones acuosas.","Es más eficaz con fracciones de volumen de partículas pequeñas.","Es eficaz en dispersiones acuosas y no acuosas.","Coagula al adicionar electrolitos.","Es susceptible a la coagulación reversible.","3"
"2012","44","Los filtros de vidrio poroso de 10-40 µ m se emplean de modo especial en:","Filtración analítica.","Filtración fina.","Combinación con otros materiales filtrantes.","Filtración ultrafina.","Separación de microorganismos de gran diámetro.","1"
"2012","45","¿Qué sabor considera que puede enmascarar el sabor amargo de una solución oral?:","Regaliz.","Albaricoque.","Vainilla.","Anís.","Frambuesa.","4"
"2012","46","¿Cuál de las siguientes situaciones puede ser causa de hipoxemia?:","Desplazamiento a un lugar de alta montaña.","Hiperventilación.","Policitemia.","Neutrofilia.","Desplazamiento a un lugar a nivel del mar.","1"
"2012","47","¿Cómo se denominan los macrófagos que se encuentran en los sinusoides hepáticos?:","Células de Ito.","Células de Hofbauer.","Células de Kupffer.","Hepatófagos.","Células de Glisson.","3"
"2012","48","¿A qué fenómeno eléctrico en la células del miocardio corresponde la onda T del electrocardiograma?:","Despolarización ventricular.","Despolarización del nodo aurículoventricular.","Despolarización auricular.","Repolarización auricular.","Repolarización ventricular.","5"
"2012","50","Una glucogenosis tipo I puede tener su origen en el déficit de la:","Glucoquinasa.","Hexoquinasa.","Glucosa-6 fosfatasa.","Enzima desramificante.","α-glucosidasa.","3"
"2012","51","¿Cuál de las siguientes es una característica común a oxitocina y vasopresina?:","Se producen en la adenohipófisis.","Son de naturaleza esteroidea.","Son gonadotrofinas.","Son péptidos circulares.","Las dos estimulan la eliminación renal de agua.","4"
"2012","52","¿En qué unidades se expresa el aclaramiento renal?:","mg/min/Kg de peso corporal.","mg/min.","mg/ml/min.","mmol/l/min.","ml/min.","5"
"2012","53","¿Cuál es la función principal de los movimientos de segmentación?:","Favorecer la secreción pancreática y biliar.","Propulsar el contenido intestinal.","Separar los líquidos del contenido sólido en el colón.","Mezclado del contenido intestinal.","Separar el contenido intestinal en los diferentes tramos.","4"
"2012","54","¿Cuál de los siguientes es el estímulo fisiológico más potente para provocar la liberación de secretina por las células S intestinales?:","Las comidas ricas en hidratos de carbono.","Las comidas ricas en grasas.","Las comidas ricas en proteínas.","El pH alcalino en el duodeno.","Un pH ácido en el duodeno.","5"
"2012","55","¿Qué área de la corteza cerebral está especializada en la elaboración mental del lenguaje hablado?:","Área de Broca localizada en el lóbulo temporal.","Área de Broca localizada en el lóbulo frontal.","Área de Rolando localizada en el lóbulo fron","tal.","Área de Wernicke localizada en el lóbulo frontal.","2"
"2012","56","¿En qué función participa de forma principal el hipocampo?:","Memoria.","Comportamiento agresivo.","Etiquetado emocional de las percepciones.","Respuesta sexual.","Ritmo sueño-vigilia.","1"
"2012","57","¿Cuál de las siguientes enzimas se encarga de la degradación del neurotransmisor en el espacio sináptico de la unión neuromuscular?:","Fosfolipasa A2.","Colinesterasa.","Acetilcolinesterasa.","Monoamino oxidasa.","Carboxilesterasa.","3"
"2012","58","¿Cuál de los siguientes iones se encuentra más cerca de su potencial de equilibrio a ambos lados de la membrana plasmática de una neurona?:","Calcio.","Potasio.","Sodio.","Fosfato.","Cloruro.","5"
"2012","59","¿Qué dos iones tienen modificada su concentración en el jugo pancreático de forma inversa entre ellos y proporcional a la tasa de producción del jugo pancreático?:","Sodio y potasio.","Bicarbonato y sodio.","Sodio y cloruro.","Cloruro y bicarbonato.","Cloruro y potasio.","4"
"2012","60","Cual de los siguientes compuestos permite solubilizar los lípidos durante su digestión:","Los proteoglicanos.","La vitamina B12.","El sodio.","El glicerol.","Los ácidos biliares.","5"
"2012","61","Indica cuál de los siguientes déficits es una alteración del metabolismo de los esfingolípidos:","Déficit de GLUT2.","Déficit de HSL (lipasa sensible a las hormonas).","Déficit de LPL (lipoproteína lipasa).","Déficit de Apo C-II.","Déficit de saponinas.","5"
"2012","62","Indica cuál de las siguientes enfermedades es una alteración molecular de la biogénesis de los peroxisomas:","Enfermedad de von Gierke.","Síndrome de Zellwerger.","Síndrome de Cushing.","Síndrome de Rotor.","Enfermedad de Tay-Sach.","2"
"2012","63","El déficit de galactosilceraminidasa es una alteración del:","Metabolismo de los esfingolípidos.","Metabolismo de los carbohidratos de la dieta.","Metabolismo de las lipoproteínas.","Transporte intestinal de los carbohidratos.","Ciclo de la urea.","1"
"2012","64","¿Cuál de las siguientes alteraciones es característica de un mieloma múltiple?:","Esplenomegalia.","Componente monoclonal en suero y/u orina.","Descenso de β 2-microglobulina.","Hipocalcemia.","Hipogammaglobulinemia.","2"
"2012","65","En la xerocitosis hereditaria hay un predominio de hematíes con forma de:","Esferocitos.","Dianocitos.","Estomatocitos.","Anulocitos.","Crenocitos.","3"
"2012","66","Varón de 55 años que ingresa en el hospital con fatiga crónica y artropatías, y presenta hiperpigmentación de la piel. El hemograma es normal y el estudio del hierro muestra una sideremia de 160 µ g/dL, con 600 ng/mL de ferritina y 50% de saturación. Para confirmar una hemocromatosis hereditaria, sería necesario hacer un estudio de:","Mutaciones del cromosoma 9.","Mutaciones del cromosoma 6.","Tinción de Perls.","Sustitución de arginina por glutamina en posición 506.","Cromosoma Filadelfia.","2"
"2012","67","¿Cuál de las siguientes alteraciones genéticas es característica de la policitemia vera?:","Cromosoma Filadelfia.","Inversión del cromosoma 16.","Mutación en el gen JAK-2.","Traslocación 11:14.","Mutación en el gen de la ciclina D1.","3"
"2012","68","¿Cuál de las siguientes afirmaciones sobre la hemofilia A es correcta?:","Herencia autosómica dominante.","La prevalencia depende de la clase social.","Puede ser tratada profilácticamente con factor VII (siete).","La hemartrosis es la manifestación clínica más frecuente.","Predomina el cuadro purpúrico.","4"
"2012","69","¿Cuál de las siguientes hemoglobinopatías se debe a una alteración de la cadena α de la globina?:","Hb S.","Hb C.","Hb H.","Hb E.","Hb Lepore.","3"
"2012","70","¿Cuál de las siguientes afirmaciones sobre el metabolismo del hierro es correcta?:","Se absorbe en el estómago.","El exceso de hierro absorbido se elimina con facilidad del organismo.","El hierro se transporta en la sangre unido a apoferritina.","La hemocromatosis primaria está causada por excesiva absorción intestinal de hierro.","La cantidad total de depósitos de hierro es de unos 2 Kg.","4"
"2012","71","La afasia motora o expresiva se produce como consecuencia de lesiones en:","El área de Broca.","El fascículo arqueado.","El cerebelo.","El área de Wernicke.","La circunvolución angular.","1"
"2012","72","En el enfisema pulmonar es característico:","El broncoespamo.","La destrucción de paredes alveolares.","La disminución del volumen pulmonar.","La hipersecreción mucosa del epitelio respiratorio.","La dilatación del espacio pleural.","2"
"2012","73","¿Cuál de los siguientes cuadros clínicos se caracteriza por los síntomas de oliguria, proteinuria y hematuria?:","El síndrome nefrótico.","La diabetes insípida renal.","8","El síndrome glomerulonefrítico agudo.","El síndrome de la nefropatía intersticial.","3"
"2012","74","Entre los citados a continuación, señale el mecanismo por el que la hipertensión portal puede conducir al desarrollo de ascitis:","Disminución de la presión hidrostática en los capilares de la serosa peritoneal.","Hiperalbuminemia.","Disminución de la linfa hepática.","Retención de sodio y agua por el riñón.","Disminución del flujo de sangre al territorio esplácnico.","4"
"2012","75","Con relación a las valvulopatías cardíacas, el volumen de 'sangre pendular' o regurgitada:","Es el resultado de una estenosis valvular.","Es un índice de la gravedad de una insuficiencia valvular.","Aumenta la presión venosa, lo que ayuda a vencer una estenosis valvular.","Provoca una hipertrofia concéntrica en la cavidad anterior a la válvula afectada.","Desencadena una sobrecarga de presión en la cavidad anterior a la válvula afectada.","2"
"2012","76","¿En cuál de los siguientes cuadros clínicos aparecen rigidez, temblor y micrografía?:","Corea de Huntington.","Síndrome cerebeloso.","Síndrome de la neurona motora inferior.","Síndrome de Parkinson.","Balismo.","4"
"2012","77","Cuando se estimulan los nociceptores de su parénquima se origina un dolor visceral, ¿a cuál de las siguientes vísceras nos referimos?:","Cerebro.","Músculo.","Intestino.","Hueso.","Pulmón","3"
"2012","78","Un hombre de 58 años, con hiperuricemia asintomática, es diagnosticado de hipertensión arterial (136/90). ¿Cuál de los siguientes fármacos antihipertensivos podría incrementar sus niveles séricos de ácido úrico, precipitando un ataque de gota?:","Captopril.","Labetabol.","Hidroclorotiazida.","Verapamil.","Losartán.","3"
"2012","79","Un paciente que ha sido transplantado de híga do, está en tratamiento inmunosupresor con ciclosporina. Desarrolla una infección por Cándida y se le trata con ketoconazol. Esta terapia no parece muy adecuada porque:","El ketoconazol aumenta la toxicidad por ciclosporina.","El ketoconazol tiene toxicidad cardíaca.","El ketoconazol inactiva a la ciclosporina.","El ketoconazol no es efectivo frente a Cándida.","La ciclosporina no es un inmunosupresor.","1"
"2012","80","Mujer de 31 años, es tratada con varios fármacos, uno de los cuales es misoprostol. ¿Cuál puede ser el motivo de utilizar este fármaco?:","Tratamiento de reflujo esofágico.","Profilaxis frente a posible aparición de úlceras gastroinstestinales por utilización en tratamiento crónico de AINEs.","Erradicación de Helicobacter pylori.","Tratamiento de acidez durante el embarazo.","Tratamiento antiemético durante el embarazo.","2"
"2012","81","Los fármacos opiáceos tienen una acción farmacológica que puede ser aprovechada como indicación terapéutica, y ser la base de reacción adversa. ¿Cuál es?:","Reducción en la producción de saliva.","Hipotermia.","Disminución de la motilidad intestinal.","Descenso en el apetito.","Efecto hipnótico.","3"
"2012","82","¿Cuál de los siguientes medicamentos inhibe la metabolización de tacrolimus aumentando el riesgo de toxicidad?:","Fenitoína.","Atorvastatina.","Rifampicina.","Voriconazol.","Pantoprazol.","4"
"2012","83","¿Cuál de los siguientes opioides es hidrolizado por las esteresas plasmáticas y tisulares, presenta semivida de eliminación de 3-5 minutos y no precisa ajuste en insuficiencia renal y/o hepática?:","Fentanilo.","Remifentanilo.","Tramadol.","Morfina.","Petidina.","2"
"2012","84","¿Cuál de los siguientes antivirales presenta actividad antiparkinsoniana?:","Cidofovir.","Foscarnet.","Zanamivir.","Ganciclovir.","Amantadina.","5"
"2012","85","¿Qué medicamento antagonista de aldosterona presenta una baja afinidad por los receptores de progesterona y andrógenos no produciendo ginecomastia como efecto adverso?:","Espironolactona.","Enalaprilo.","Eplerenona.","Nandrolona.","Prednisona.","3"
"2012","86","¿Cuál de los siguientes betalactámicos es activo frente a bacterias productoras de betalactamasas de espectro extendido?:","Ceftriaxona.","Meropenem.","Cloxacilina.","Cefazolina.","Cefotaxima.","2"
"2012","87","En la medicación de un varón de 70 años afectado de Parkinson figura un anticolinérgico. ¿Cuál de los siguientes efectos secundarios pueden ser debidos a la administración de este fármaco?:","Diarrea.","Retención urinaria.","Hipersalivación.","Aumento de las secreciones gástricas.","Miosis.","2"
"2012","88","Un paciente que esté siendo tratado con inhibidores de la enzima monoaminoxidasa, debe controlar la ingesta de:","Carbohidratos.","Grasas.","Analgésicos salicílicos.","Agua.","Alimentos ricos en tiramina.","5"
"2012","89","Indique en cuál de los siguientes casos se encontraría indicada la administración de sucralfato:","Dispepsia.","Úlcera gastroduodenal.","Diarrea.","Estreñimiento.","Aerofagia.","2"
"2012","90","Un paciente con insuficiencia cardíaca y arritmia presenta edemas en las extremidades inferiores, lo que hace necesario la administración de un fármaco diurético potente, junto con un ahorrador de potasio. ¿Cuál de los siguientes fármacos puede ser incluido en esta última categoría?:","Hidroclorotiazida.","Amilorida.","Bumetanida.","Metolazona.","Torsemida.","2"
"2012","91","¿Cuál de los siguientes fármacos es un anticoagulante oral, con un efecto rápido y cuyo mecanismo de acción está relacionado con el bloqueo reversible del sitio activo de la trombina?:","Etexilato de dabigatran.","Prasugrel.","Fondaparinux.","Lepirudina.","Rivaroxaban.","1"
"2012","92","¿Cuál de las siguientes afirmaciones es cierta en relación a la farmacología de la simvastatina?:","No produce miopatía.","Se debe administrar por la noche ya que su semivida de eliminación es inferior a 4 horas.","Inhibe la absorción de colesterol.","Es la única estatina que no interacciona con la eritromicina.","Su administración no presenta problemas en la mujer embarazada.","2"
"2012","93","Un paciente padece de angina de esfuerzo y para su control recibe atenolol. Su respuesta ha sido adecuada durante 4 años. Recientemente sufre dolores torácicos más frecuentes y ante situaciones que requieren mucho menos esfuerzo, con dosis máxima del betabloqueante. El médico considera que debe asociarse otro antianginoso. ¿Cuál de los siguientes antianginosos estaría en principio contraindicado?:","Amlodipino.","Dinitrato de isosorbide.","Nitroglicerina.","Verapamilo.","Nifeldipino retard.","4"
"2012","94","La eliminación de los fármacos por el riñón se expresa por medio del aclaramiento renal, el cual:","Es constante para todos los fármacos.","Es el volumen de plasma que contiene la cantidad de fármaco que elimina el riñón por unidad de tiempo.","Es la cantidad de fármaco eliminada en 24 horas.","Es el volumen de orina que contiene la totalidad del fármaco administrado.","Es el volumen de plasma que el riñón es capaz de eliminar en 24 horas.","2"
