"exam_year","question_number","question_text","option_1","option_2","option_3","option_4","option_5","correct_option_number","correct_option_text","subject_name","section_name"
"2024","78","Ante la extravasación de un tratamiento quimioterápico, en relación con las medidas generales que se deben adoptar señale la respuesta correcta:","Detener la infusión y retirar el equipo de infusión pero no retirar la vía venosa.","Detener la infusión y retirar el equipo de infusión y la vía venosa.","Marcar los bordes del área que se sospecha afectada. Descender el miembro afectado.","Todas son correctas.","","1","Detener la infusión y retirar el equipo de infusión pero no retirar la vía venosa.","LEGISLACION","DERECHO"
"2024","79","¿Qué incidentes quedan excluidos en la notificación del Sistema de Notificación y Aprendizaje para la Seguridad del Paciente (SiNASP)?","Incidentes relacionados con la seguridad que no llegaron al paciente.","Infracciones graves con implicaciones legales.","Incidentes sin daño.","Eventos adversos.","","2","Infracciones graves con implicaciones legales.","LEGISLACION","DERECHO"
"2024","80","¿Quiénes son las segundas víctimas tras la ocurrencia de un evento adverso? Señale la opción correcta:","Los pacientes que sufren un evento adverso.","Los familiares y amigos cercanos del paciente afectado.","Los profesionales sanitarios que participan en un evento adverso, un error médico o una lesión relacionada con el paciente no esperada.","Las organizaciones sanitarias.","","3","Los profesionales sanitarios que participan en un evento adverso, un error médico o una lesión relacionada con el paciente no esperada.","LEGISLACION","DERECHO"
"2024","81","El Sistema Sanitario del Principado de Asturias se ordena en demarcaciones territoriales que constituyen las unidades funcionales y de gestión fundamentales del Sistema Sanitario Público del Principado de Asturias, denominadas:","Zonas Básicas de Salud.","Áreas de Salud.","Zonas Especiales de Salud.","Distritos Sanitarios.","","2","Áreas de Salud.","LEGISLACION","DERECHO"
"2024","82","En la formación especializada en ciencias de la salud mediante residencia, ¿quién tiene como misión organizar dicha formación, supervisar su aplicación práctica y controlar el cumplimiento de los objetivos que se especifican en los programas?","El Consejo Nacional de Especialidades en ciencias de la salud.","El Consejo Interterritorial del Sistema Nacional de Salud.","La Comisión de Docencia de cada centro sanitario.","El Tutor de Residentes.","","3","La Comisión de Docencia de cada centro sanitario.","LEGISLACION","DERECHO"
"2024","83","Además de la edad, ¿cuáles son los motivos por los que se puede solicitar una exención de guardias?","Accidente de trabajo.","Motivos de salud que imposibiliten la realización de las guardias.","Razones de conciliación de la vida familiar y laboral.","Los tres anteriores son motivos para solicitar la exención de guardias.","","2","Motivos de salud que imposibiliten la realización de las guardias.","LEGISLACION","DERECHO"
"2024","84","Indique la opción incorrecta relacionada con el documento ""Recomendaciones para el uso seguro de los medicamentos de alto riesgo"", Ministerio de Sanidad 2023:","Los medicamentos de alto riesgo son aquellos que tienen una probabilidad muy elevada de causar daños graves o incluso mortales cuando se produce un error en el curso de su utilización.","El Ministerio de Sanidad y las Comunidades Autónomas han promovido la implantación de prácticas seguras con los medicamentos de alto riesgo.","La OMS en su tercer reto ""Medicación sin daño"" recomienda la elaboración de una lista universal de medicamentos de alto riesgo.","El objetivo es elaborar un documento actualizado con recomendaciones para la utilización segura de los medicamentos de alto riesgo en los centros sanitarios y sociosanitarios.","","3","La OMS en su tercer reto ""Medicación sin daño"" recomienda la elaboración de una lista universal de medicamentos de alto riesgo.","LEGISLACION","DERECHO"
"2024","85","Según el DSM-5, ¿cuál de los siguientes no es un trastorno de la conducta alimentaria?","Trastorno por perturbación.","Trastorno por atracón.","Bulimia Nerviosa.","PICA.","","1","Trastorno por perturbación.","LEGISLACION","DERECHO"
"2024","86","Señale cuál es un cuestionario diseñado por la OMS para la evaluación de la calidad de vida:","AUDIT.","WHOQOL-BREF.","CAGE.","MALT.","","2","WHOQOL-BREF.","LEGISLACION","DERECHO"
"2024","87","Señale cuál no es una fase del Proceso de Atención de Enfermería:","Planificación.","Evaluación.","Promoción.","Diagnóstico.","","3","Promoción.","LEGISLACION","DERECHO"
"2024","88","La clasificación Internacional para la Atención Primaria (CIAP-2) permite la recogida y análisis de 3 importantes componentes de la consulta. Señale la opción correcta:","Razón de la consulta, signos y síntomas y diagnóstico.","Razón de la consulta, problema de salud y proceso de atención.","Razón de la consulta, signos y síntomas y tratamiento terapéutico.","Razón de la consulta, diagnóstico y derivación a atención hospitalaria.","","2","Razón de la consulta, problema de salud y proceso de atención.","LEGISLACION","DERECHO"
"2024","89","¿Cuál de las siguientes vitaminas no es liposoluble?","Vitamina B.","Vitamina K.","Vitamina D.","Vitamina E.","","1","Vitamina B.","LEGISLACION","DERECHO"
"2024","90","¿Cuál de las siguientes no es una escala para valorar el dolor en el recién nacido?","N-PASS.","NSRAS.","CRIES.","PIPP.","","2","NSRAS.","LEGISLACION","DERECHO"
"2024","91","Señale la incorrecta:","El TEP (Triángulo de evaluación pediátrica) es una herramienta sencilla y rápida para evaluar el estado fisiológico global del paciente pediátrico.","El TEP evalúa la apariencia, respiración y temperatura.","El TEP evalúa la apariencia, la respiración y la circulación.","Si alguno de los lados se encuentra alterado el paciente está inestable.","","2","El TEP evalúa la apariencia, respiración y temperatura.","LEGISLACION","DERECHO"
"2024","92","En la valoración de las úlceras del pie diabético se utiliza la escala Wagner Merrit. Un paciente que presenta una gangrena limitada que afecta a todo el primer dedo, ¿qué grado de dicha escala tendrá?","Grado 1.","Grado 3.","Grado 5.","Grado 4.","","4","Grado 4.","LEGISLACION","DERECHO"
"2024","93","El estado en el que las personas puedan desarrollar su máximo potencial de salud independientemente de razones geográficas, étnicas, culturales, de género, discapacidad u otras circunstancias determinadas por factores sociales se denomina:","Justicia en salud.","Equidad en salud.","Igualdad en salud.","Rectitud en salud.","","2","Equidad en salud.","LEGISLACION","DERECHO"
"2024","94","Algunos tratamientos antineoplásicos pueden provocar inflamación e infección de la piel que rodea a las uñas denominada:","Eritrodisestesia palmoplantar.","Paroniquia.","Síndrome mano-pie.","Radiodermitis.","","2","Paroniquia.","LEGISLACION","DERECHO"
"2024","95","¿Indique qué afirmación es correcta respecto al bloqueo auriculo-ventricular de 2º grado MOBITZ tipo I?","Se caracteriza por un acortamiento del segmento PR.","Vamos a encontrar un alargamiento progresivo del intervalo PR hasta llegar a ondas P que no son seguidas de complejos QRS.","Se registran ondas P seguidas de complejos QRS y ondas P aisladas que no son seguidas de QRS.","Encontraremos registro de QRS anchos con morfología RR' en las derivaciones precordiales V5 y V6.","","2","Vamos a encontrar un alargamiento progresivo del intervalo PR hasta llegar a ondas P que no son seguidas de complejos QRS.","LEGISLACION","DERECHO"
"2025","1","El derecho a la protección de la salud se encuentra en:","Derechos fundamentales.","Libertades públicas.","Principios rectores de la política social y económica.","Disposiciones adicionales.","","3","Principios rectores de la política social y económica.","LEGISLACION","DERECHO"
"2025","2","Los servicios de salud de las comunidades autónomas:","Son independientes sin relación con el Estado.","Se coordinan para formar parte del Sistema Nacional de Salud.","Son gestionados por ayuntamientos.","Son de carácter privado.","","2","Se coordinan para formar parte del Sistema Nacional de Salud.","LEGISLACION","DERECHO"
"2025","3","La Ley General de Sanidad se inspira en el principio de:","Uniformidad.","Universalidad.","Privacidad.","Exclusividad.","","2","Universalidad.","LEGISLACION","DERECHO"
"2025","4","Según la Ley 16/2003, de 28 de mayo, las prestaciones sanitarias del catálogo se harán efectivas mediante la cartera de servicios y esta será acordada:","Por el Ministerio de Sanidad.","Por las Comunidades Autónomas.","Por el Consejo de Ministros.","Por el Consejo Interterritorial del Sistema Nacional de Salud.","","4","Por el Consejo Interterritorial del Sistema Nacional de Salud.","LEGISLACION","DERECHO"
"2025","5","La sanción de traslado forzoso corresponde a una falta:","Muy grave.","Grave.","Leve.","Todas son correctas.","","1","Muy grave.","LEGISLACION","DERECHO"
"2025","6","El tratamiento de los datos personales de un menor de edad únicamente podrá fundarse en su consentimiento cuando sea:","Mayor de dieciocho años.","Mayor de dieciséis años.","Mayor de catorce años.","Mayor de diecisiete años.","","3","Mayor de catorce años.","LEGISLACION","DERECHO"
"2025","7","Son empleados públicos:","Quienes desempeñan funciones retribuidas en las Administraciones Públicas o Privadas al servicio de los intereses generales.","Quienes desempeñan funciones retribuidas o no en las Administraciones Públicas al servicio de los intereses públicos.","Quienes desempeñan funciones retribuidas en las Administraciones Públicas al servicio de los intereses generales.","Quienes desempeñan funciones retribuidas o no en las Administraciones Públicas o Privadas al servicio de los intereses públicos.","","3","Quienes desempeñan funciones retribuidas en las Administraciones Públicas al servicio de los intereses generales.","LEGISLACION","DERECHO"
"2025","8","La Ley de Prevención de Riesgos Laborales es aplicable:","Exclusivamente al sector privado.","Exclusivamente a funcionarios públicos.","En el ámbito de las relaciones laborales reguladas en el Estatuto de los Trabajadores.","Solo a empresas con más de 50 trabajadores.","","3","En el ámbito de las relaciones laborales reguladas en el Estatuto de los Trabajadores.","LEGISLACION","DERECHO"
"2025","9","La Administración del Principado de Asturias:","Debe priorizar automáticamente a las mujeres.","No aplica criterios de igualdad en la selección.","Dentro de su ámbito de competencias, habrá de promover la igualdad de oportunidades entre los hombres y las mujeres.","Solo aplica medidas de conciliación.","","3","Dentro de su ámbito de competencias, habrá de promover la igualdad de oportunidades entre los hombres y las mujeres.","LEGISLACION","DERECHO"
"2025","10","Las unidades funcionales y de gestión fundamentales del Sistema Sanitario Público del Principado de Asturias son:","Los distritos sanitarios.","Las Áreas de Salud.","Los hospitales comarcales.","Las mancomunidades sanitarias.","","2","Las Áreas de Salud.","LEGISLACION","DERECHO"
"2025","11","La Dirección de Profesionales se ocupa de:","La propuesta, aplicación y desarrollo, en el ámbito del SESPA, de las políticas de personal.","El control de calidad de los medicamentos.","La vigilancia epidemiológica.","La organización de oposiciones de la Junta General.","","1","La propuesta, aplicación y desarrollo, en el ámbito del SESPA, de las políticas de personal.","LEGISLACION","DERECHO"
"2025","12","Los Distritos de Salud:","Están integrados siempre por tres Zonas Básicas de Salud.","Pueden estar integrados por una sola Zona Básica de Salud.","Son posibles divisiones de las Áreas de Salud.","Son posibles divisiones de las Zonas Básicas de Salud.","","3","Son posibles divisiones de las Áreas de Salud.","LEGISLACION","DERECHO"
"2025","13","El objeto principal de la Ley Orgánica 3/2018 es:","Regular las relaciones digitales en España.","Establecer la normativa sobre comercio electrónico.","Garantizar los derechos digitales de la ciudadanía.","Regular el funcionamiento de la administración electrónica.","","3","Garantizar los derechos digitales de la ciudadanía.","LEGISLACION","DERECHO"
"2025","14","El objeto de la Ley 2/2011, de 11 de marzo, es:","Regular únicamente la violencia de género.","Establecer medidas de igualdad salarial solamente.","Garantizar la efectiva igualdad de derechos, trato y oportunidades entre mujeres y hombres.","Regular el derecho al trabajo.","","3","Garantizar la efectiva igualdad de derechos, trato y oportunidades entre mujeres y hombres.","LEGISLACION","DERECHO"
"2025","15","El Estatuto Marco es aplicable a:","Todo el personal funcionario del Estado.","El personal laboral de la Administración.","El personal estatutario que desempeña su función en los centros e instituciones sanitarias de los servicios de salud de las Comunidades Autónomas o en los centros y servicios sanitarios de la Administración General del Estado.","Todo el personal sanitario en ejercicio libre.","","3","El personal estatutario que desempeña su función en los centros e instituciones sanitarias de los servicios de salud de las Comunidades Autónomas o en los centros y servicios sanitarios de la Administración General del Estado.","LEGISLACION","DERECHO"
"2025","16","De los cuatro principios básicos de la bioética actuales, ¿cuál no estaba en el primer informe Belmont de 1978?","Beneficencia.","No maleficencia.","Justicia.","Autonomía.","","2","No maleficencia.","LEGISLACION","DERECHO"
"2025","17","El modelo o enfoque ético que se basa en los principios de autonomía, justicia, beneficencia y no maleficencia para analizar y resolver los dilemas éticos en la práctica es el:","Teleologismo.","Principalismo.","Deontologismo.","Eudemonismo.","","2","Principalismo.","LEGISLACION","DERECHO"
"2025","18","Señale qué técnica no se aplica en investigación cualitativa:","Etnografía.","Entrevista.","Investigación experimental.","Investigación acción.","","3","Investigación experimental.","LEGISLACION","DERECHO"
"2025","19","Señale la tercera etapa de la Enfermería Basada en la Evidencia:","Evaluación de los cambios.","Implementación de los cambios propuestos.","Búsqueda de evidencias.","Evaluación de las evidencias encontradas.","","4","Evaluación de las evidencias encontradas.","LEGISLACION","DERECHO"
"2025","20","Señale la incorrecta en relación con la herramienta GMA (Grupos de Morbilidad Ajustados):","El GMA 1 se corresponde a la población crónica de bajo riesgo entre los percentiles 50 y 80 de la población con enfermedad crónica.","Cada grupo de morbilidad (excepto población sana) se divide, de manera independiente, en 5 subgrupos o niveles de complejidad.","El GMA 3 se corresponde con la población crónica de riesgo moderado.","Es un agrupador poblacional cuya estructura tiene en cuenta la multimorbilidad y la complejidad.","","1","El GMA 1 se corresponde a la población crónica de bajo riesgo entre los percentiles 50 y 80 de la población con enfermedad crónica.","LEGISLACION","DERECHO"
"2025","21","Según los datos publicados en el año 2023 por el Ministerio de Sanidad, el principal problema crónico de salud registrado en atención primaria para la población de 15 y más años a nivel nacional es:","Dolor lumbar.","Salud mental.","Hipertensión.","Colesterol alto.","","4","Colesterol alto.","LEGISLACION","DERECHO"
"2025","22","En términos de Calidad Asistencial la matriz CAME (Corregir, afrontar, mantener, exportar) permite crear un plan de acción basado en el análisis realizado del contexto de una organización. ¿Con qué aspecto de la matriz DAFO se correlaciona la acción A (Afrontar)?","Oportunidades.","Debilidades.","Fortalezas.","Amenazas.","","4","Amenazas.","LEGISLACION","DERECHO"
"2025","23","¿Cuál de los siguientes es un resultado de enfermería NOC?","Satisfacción del paciente con el cuidado.","Clarificación de valores.","Manejo de la conducta.","Mejora de la autoestima.","","1","Satisfacción del paciente con el cuidado.","LEGISLACION","DERECHO"
"2025","24","Manuel es un paciente de 66 años que acude a la consulta de su enfermera de atención primaria para realizar por primera vez una cura de una úlcera en el miembro inferior derecho. María, su enfermera, tras revisar la bibliografía científica reciente, ve que en su centro dispone de un tratamiento A con un coste de 15 euros y un tratamiento B con un coste de 10 euros, ambos, según dicha bibliografía, igual de efectivos. María decide utilizar el tratamiento B, por ser el más económico. Siguiendo los atributos de la calidad asistencial, esta elección la hace siguiendo un criterio de:","Disponibilidad.","Efectividad.","Eficiencia.","Seguridad.","","3","Eficiencia.","LEGISLACION","DERECHO"
"2025","25","Cuando hablamos de una serie organizada de consultas programadas que se pactan entre el profesional y el usuario, ¿a qué tipo de intervención en promoción y educación para la salud nos estamos refiriendo?","Consejo y asesoramiento.","Información y comunicación.","Educación para la salud grupal o colectiva.","Educación para la salud individual.","","4","Educación para la salud individual.","LEGISLACION","DERECHO"
"2025","26","¿Cuál fue la Primera Conferencia Internacional sobre la Promoción de la Salud?","Yakarta.","Otawa.","Sundsvall.","Adelaide.","","2","Otawa.","LEGISLACION","DERECHO"
"2025","27","Suzanne Kerouac analizó las teorías y modelos de enfermería y las clasificó por paradigmas y por escuelas. ¿En qué escuela estaría incluida la teoría y el modelo de Madeleine Leininger?","Necesidades.","Interacción.","Efectos deseables.","Caring.","","4","Caring.","LEGISLACION","DERECHO"
"2025","28","En cuanto a la Clasificación Internacional de Enfermedades, señale la respuesta falsa:","Proporciona un lenguaje común que permite a los profesionales de salud compartir información estandarizada en todo el mundo.","Es un sistema de clasificación alfanumérico.","Cuando hablamos de CIE-10 y CIE-10-ES nos referimos exactamente a la misma clasificación.","Todas las respuestas son verdaderas.","","3","Cuando hablamos de CIE-10 y CIE-10-ES nos referimos exactamente a la misma clasificación.","LEGISLACION","DERECHO"
"2025","29","¿Cuál de los siguientes no es un criterio de exclusión para que un paciente sea admitido en Hospitalización a Domicilio?","Estar clínicamente estable.","Tener un diagnóstico provisional poco claro.","Presentar patología psiquiátrica aguda no controlada.","Tener impedimentos cognitivos o incapacidad física sin que un cuidador con experiencia pueda asumir la responsabilidad del cuidado.","","1","Estar clínicamente estable.","LEGISLACION","DERECHO"
"2025","30","¿Cuál de las siguientes es una característica del proceso de hospitalización?","Relación profesional-paciente simétrica.","Mayor intimidad.","Despersonalización.","Movilidad ilimitada.","","3","Despersonalización.","LEGISLACION","DERECHO"
"2025","31","¿Cuál de las siguientes es un estadio o etapa en la Teoría del Desarrollo Cognoscitivo de Jean Piaget?","Preoperacional.","Oral.","Identidad.","Preconsciente.","","1","Preoperacional.","LEGISLACION","DERECHO"
"2025","32","¿Cuál es el macronutriente principal de los guisantes frescos en crudo?","Proteínas.","Hidratos de Carbono.","Grasas.","Vitaminas.","","2","Hidratos de Carbono.","LEGISLACION","DERECHO"
"2025","33","¿En cuál de los siguientes grupos ocupacionales no estaría recomendada la vacunación frente a MPOX?","Personal de laboratorio que manejan muestras potencialmente contaminadas con MPXV (virus de la viruela del mono).","Personal sanitario de consultas especializadas en ITS/VIH que atienden a personas con prácticas de alto riesgo.","Personal que se encarga de la desinfección de superficies en locales específicos donde se mantienen relaciones sexuales de riesgo.","Personal sanitario de todos los servicios de urgencias de centros hospitalarios.","","4","Personal sanitario de todos los servicios de urgencias de centros hospitalarios.","LEGISLACION","DERECHO"
"2025","34","Para la estratificación del riesgo cardiovascular existen diversas tablas, modelos y calculadoras. La recomendación de las guías europeas es la utilización de la tabla de riesgo SCORE. En relación con la misma señale la opción incorrecta:","Un SCORE < 1% indica riesgo bajo.","España está entre las regiones geográficas consideradas de riesgo bajo.","Se consideran los siguientes factores: sexo, edad, hábito tabáquico, presión arterial diastólica y colesterol total.","Calcula el riesgo de eventos de enfermedad cardiovascular a 10 años.","","3","Se consideran los siguientes factores: sexo, edad, hábito tabáquico, presión arterial diastólica y colesterol total.","LEGISLACION","DERECHO"
"2025","35","En cuanto a las recomendaciones generales de actividad física y reducción del sedentarismo para menores de 5 años del Ministerio de Sanidad, indique la opción correcta:","En la población infantil de 0 a 2 años se recomienda pasar 1 hora al día delante de una pantalla.","Cuando aún no andan se recomienda minimizar el tiempo que pasan sentados o sujetos en sillas, carritos o balancines, cuando están despiertos, a menos de 1 hora seguida.","Cuando ya andan debe promoverse que sean físicamente activos al menos 120 minutos distribuidos a lo largo de la semana.","Todas las opciones son correctas.","","2","Cuando aún no andan se recomienda minimizar el tiempo que pasan sentados o sujetos en sillas, carritos o balancines, cuando están despiertos, a menos de 1 hora seguida.","LEGISLACION","DERECHO"
"2025","36","La clorhexidina pertenece al grupo de:","Los alcoholes.","Las biguanidas.","Los halógenos.","Los fenoles y derivados.","","2","Las biguanidas.","LEGISLACION","DERECHO"
"2025","37","¿Cuál de las siguientes no es una medida preventiva específica incluida en el Proyecto Infección Quirúrgica Zero para la prevención de las infecciones de localización quirúrgica?","Profilaxis antibiótica adecuada en todas las intervenciones quirúrgicas, independientemente del tipo de intervención y de la localización de la misma.","Antisepsia de la piel con solución de clorhexidina alcohólica al 2%.","Mantenimiento de la normotermia, particularmente en intervenciones de larga duración.","Mantenimiento de la normoglucemia.","","1","Profilaxis antibiótica adecuada en todas las intervenciones quirúrgicas, independientemente del tipo de intervención y de la localización de la misma.","LEGISLACION","DERECHO"
"2025","38","¿Cuál es el primer movimiento que aparece en el recién nacido cuando se explora el reflejo de Moro?","Flexión de brazos y piernas.","Apertura de dedos.","Extensión de brazos y piernas.","Aducción de brazos y piernas.","","3","Extensión de brazos y piernas.","LEGISLACION","DERECHO"
"2025","39","Señale qué ítem no se evalúa en la escala CRIES para la valoración del dolor postoperatorio del recién nacido:","Expresión facial.","Llanto.","Periodo de vigilia.","Frecuencia cardiaca y tensión arterial.","","3","Periodo de vigilia.","LEGISLACION","DERECHO"
"2025","40","Todos los siguientes son factores que pueden estar relacionados con el vaginismo, excepto:","Trastornos psicosociales.","Trastornos por patología pélvica.","Estrés postraumático.","Hipertonía del suelo pélvico.","","2","Trastornos por patología pélvica.","LEGISLACION","DERECHO"
"2025","41","Señale el orden correcto de los principales hitos de desarrollo motor infantil según la OMS:","Sentarse sin apoyo, mantenerse de pie con ayuda, gatear, caminar con ayuda, mantenerse de pie solo, caminar solo.","Sentarse sin apoyo, gatear, mantenerse de pie con ayuda, caminar con ayuda, mantenerse de pie solo, caminar solo.","Sentarse sin apoyo, gatear, mantenerse de pie con ayuda, mantenerse de pie solo, caminar con ayuda, caminar solo.","Sentarse sin apoyo, gatear, mantenerse de pie con ayuda, caminar sin ayuda, mantenerse de pie solo, caminar con ayuda.","","2","Sentarse sin apoyo, gatear, mantenerse de pie con ayuda, caminar con ayuda, mantenerse de pie solo, caminar solo.","LEGISLACION","DERECHO"
"2025","42","La escala de Gorelick es una herramienta utilizada para evaluar la gravedad de la deshidratación en pacientes pediátricos, clasificándola en tres niveles. ¿Qué nos indicaría una puntuación de 3?","Deshidratación leve.","No se utiliza esa escala para evaluar la deshidratación en pediatría.","Deshidratación grave.","Ausencia de deshidratación.","","1","Deshidratación leve.","LEGISLACION","DERECHO"
"2025","43","Las convulsiones en niños son una situación súbita caracterizada por movimientos musculares repetidos que suelen acompañarse de pérdida de consciencia. En los niños, la causa más frecuente es la fiebre. ¿Qué información es correcta proporcionar a los padres?","Las convulsiones febriles se producen cuando la fiebre es alta.","Administrar antitérmicos de forma precoz evita que suba la fiebre y, por lo tanto, previene las convulsiones.","Las convulsiones siempre provocan daño en el cerebro dejando secuelas.","No existe relación entre la convulsión febril típica y la gravedad de la infección.","","4","No existe relación entre la convulsión febril típica y la gravedad de la infección.","LEGISLACION","DERECHO"
"2025","44","En relación con la dispareunia femenina indique la incorrecta:","Un 90% de los casos se relaciona con anomalías congénitas.","Se puede relacionar con incapacidad para relajarse y disfrutar.","Puede asociarse a experiencias previas negativas.","Puede deberse a problemas de lubricación.","","1","Un 90% de los casos se relaciona con anomalías congénitas.","LEGISLACION","DERECHO"
"2025","45","¿A qué nos referimos cuando hablamos de ""identidad de género""?","Se refiere a la experiencia de género innata, profundamente interna e individual de una persona, que puede o no corresponder con la fisiología de la persona o su sexo al nacer.","Se refiere a roles, características y oportunidades definidos por la sociedad que se consideran apropiados para hombres y mujeres.","Es la característica biológica, anatómica y fisiológica que define a los seres humanos como hombre o mujer.","Es la forma de jerarquizar las diferencias entre el hombre y la mujer.","","1","Se refiere a la experiencia de género innata, profundamente interna e individual de una persona, que puede o no corresponder con la fisiología de la persona o su sexo al nacer.","LEGISLACION","DERECHO"
"2025","46","¿Cuál no es una recomendación para mejorar el estilo de vida en la menopausia según la Asociación Española para el Estudio de la Menopausia?","Seguir una dieta saludable, evitando el sobrepeso y la obesidad.","Practicar ejercicio físico intenso.","Reducir el consumo de alcohol.","No fumar.","","2","Practicar ejercicio físico intenso.","LEGISLACION","DERECHO"
"2025","47","¿Quién acuñó el término de ""Dolor Total"", que incluye elementos físicos, sociales, emocionales y espirituales?","Kübler-Ross.","Cicely Saunders.","ChernyPostenov.","Max Chochinov.","","2","Cicely Saunders.","LEGISLACION","DERECHO"
"2025","48","¿Qué cuidados debemos proporcionar a una madre en las fases iniciales de la lactancia materna?","Hay que dejar que madre e hijo aprendan solos y apoyar a las madres solo a partir del primer día posparto.","Intervenir para fomentar y corregir el contacto piel con piel.","La observación de la toma será realizada de forma exclusiva por las matronas una vez al día a las 24 horas posparto.","Si la observación de la toma confirma que todo va bien, no intervenir. La postura que mejor facilita el agarre eficaz varía de una mujer a otra.","","4","Si la observación de la toma confirma que todo va bien, no intervenir. La postura que mejor facilita el agarre eficaz varía de una mujer a otra.","LEGISLACION","DERECHO"
"2025","49","En cuanto a la hidratación en las personas mayores, señale la opción correcta:","La ingesta de líquidos recomendada en una persona mayor, sin patología que indique lo contrario, es de 1-1.5 litros al día.","Una persona mayor necesita menos agua para excretar la misma cantidad de urea y sodio que un adulto joven.","Con la edad se producen cambios en la función renal y una importante disminución de la sensación de sed, alteraciones muy relacionadas con la deshidratación en personas de edad avanzada.","El anciano sólo tiene pérdida de agua por eliminación por vía urinaria, ya que la transpiración cutánea es mínima.","","3","Con la edad se producen cambios en la función renal y una importante disminución de la sensación de sed, alteraciones muy relacionadas con la deshidratación en personas de edad avanzada.","LEGISLACION","DERECHO"
"2025","50","Tomando como referencia la actualización del documento de consenso sobre prevención de la fragilidad en la persona mayor del Ministerio de Sanidad, ¿cuál de las siguientes es una prueba utilizada para la detección precoz de la fragilidad en una persona de 70 años o más y con un índice de Barthel igual o superior a 90?","Fenotipo de Fragilidad de Fried.","Prueba Corta de Desempeño Físico o Short Physical Performance Battery (SPPB).","Escala de Rasgos de Fragilidad forma corta (FTS-5).","Índice de Fragilidad (FrailtyIndex-FI).","","2","Prueba Corta de Desempeño Físico o Short Physical Performance Battery (SPPB).","LEGISLACION","DERECHO"
"2025","51","Juan tiene 88 años, necesita ayuda para cortar carne o pan, necesita ayuda importante para los traslados, pero es capaz de mantenerse sentado sin ayuda, es dependiente para el aseo personal, necesita ayuda para ir al WC pero se limpia solo, es dependiente para bañarse o ducharse, es independiente para desplazarse en silla de ruedas, es dependiente para bajar y subir escalones, necesita ayuda para vestirse, ocasionalmente tiene algún episodio de incontinencia fecal y presenta incontinencia urinaria. ¿Qué grado de dependencia según el Índice de Barthel tiene Juan para las actividades básicas de la vida diaria?","Leve.","Severa/Grave.","Moderada.","Total.","","2","Severa/Grave.","LEGISLACION","DERECHO"
"2025","52","Señale la respuesta incorrecta con relación a la escala de expresiones faciales (EFF):","Se conoce también como escala facial de Wong y Baker.","Se representan 10 caras, la 1 indica ""sin dolor"" y la 10 ""dolor insoportable"".","Se utiliza especialmente en pacientes pediátricos o con dificultades cognitivas.","Es una escala utilizada para la valoración del dolor.","","2","Se representan 10 caras, la 1 indica ""sin dolor"" y la 10 ""dolor insoportable"".","LEGISLACION","DERECHO"
"2025","53","Para el abordaje y cuidados del paciente agitado en el servicio de urgencias, señale la incorrecta en relación con la desactivación verbal:","Es el primer nivel de actuación con un paciente agitado.","Consiste en la utilización de estrategias para facilitar el paso de un estímulo potencialmente amenazante a uno más inocuo.","Hay que evitar en la medida de lo posible las preguntas que puedan responderse con monosílabos y la verbalización de las preocupaciones.","Debe ser llevada a cabo por personal entrenado.","","3","Hay que evitar en la medida de lo posible las preguntas que puedan responderse con monosílabos y la verbalización de las preocupaciones.","LEGISLACION","DERECHO"
"2025","54","¿Cuál de las siguientes manifestaciones no es característica de la espondiloartritis axial?","Dolor lumbar inflamatorio.","Uveítis.","Tofos en articulaciones periféricas.","Entesitis.","","3","Tofos en articulaciones periféricas.","LEGISLACION","DERECHO"
"2025","55","¿Cuáles se consideran pautas generales de actuación en un paciente con problemas de somatización?","No es necesario planificar citas regulares.","Evitar reconocer y legitimar sus síntomas.","Mantener comunicación con otros profesionales implicados en la atención del paciente.","Dar información ambigua acerca de hallazgos clínicos para evitar que aumente sus preocupaciones.","","3","Mantener comunicación con otros profesionales implicados en la atención del paciente.","LEGISLACION","DERECHO"
"2025","56","Durante la intervención de la enfermera con pacientes con trastorno de la alimentación es necesario:","Establecer metas a largo plazo.","Disminuir su autocontrol y autoconfianza.","No minimizar los comentarios relacionados con la alimentación.","No ser disciplinados frente a ciertas conductas que pueda presentar el individuo.","","3","No minimizar los comentarios relacionados con la alimentación.","LEGISLACION","DERECHO"
"2025","57","¿Qué porcentaje de las infecciones relacionadas con la asistencia sanitaria son potencialmente prevenibles mediante estrategias de prevención y control de la infección?","Más del 50%.","Menos del 50%.","No son prevenibles.","Todas son prevenibles.","","1","Más del 50%.","LEGISLACION","DERECHO"
"2025","58","¿Qué indicaciones daría a una persona que presenta deposiciones frecuentes y líquidas tras el inicio de tratamiento antituberculoso con fluoroquinolonas?","La diarrea es un cuadro clínico infrecuente.","Restringir ingesta hídrica.","Los lactobacilos no mejoran nunca los síntomas.","No tomar yogur en las 2 horas siguientes a la fluoroquinolona.","","4","No tomar yogur en las 2 horas siguientes a la fluoroquinolona.","LEGISLACION","DERECHO"
"2025","59","Con relación a la infección del lugar quirúrgico, señale la incorrecta:","Está relacionada con el procedimiento quirúrgico.","Se presenta en los primeros 15 días de postoperatorio.","Se produce en la incisión quirúrgica o en su vecindad.","Aparece durante los primeros 30 o 90 días del postoperatorio quirúrgico, según los tipos de intervención.","","2","Se presenta en los primeros 15 días de postoperatorio.","LEGISLACION","DERECHO"
